3149,0
3150,3
3151,2
3152,62931
3153,19545
3154,18674
3155,17768
3156,39604
3157,26546
3158,7983
3159,46303
3160,39975
3161,31768
3162,17063
3163,53878
3164,18786
3165,36331
3166,6417
3167,88721
3168,17971
3169,7032
3170,9060
3171,43200
3172,8395
3173,24921
3174,133
3175,35
3176,0
