18542260,258,262,257,254,256,257,260,234,250,247,258,249,262,261,257,236,255,255,255,255,254,255,259
18542920,274,263,255,256,256,256,260,250,250,247,254,252,263,261,259,258,255,255,255,255,255,255,260
18543545,273,262,256,256,257,257,260,250,250,249,259,256,263,260,257,257,255,255,255,255,254,255,260
18544170,274,263,255,256,256,255,260,250,250,247,257,247,263,260,254,257,255,255,255,255,255,255,260
18544795,274,263,255,256,257,256,260,249,250,247,256,254,263,259,256,257,255,255,255,255,255,255,260
18545420,271,263,255,256,259,256,261,251,249,247,257,252,263,260,256,256,255,255,255,255,255,255,259
18546045,273,263,255,256,258,255,260,251,252,247,257,249,262,261,256,257,255,255,255,255,255,255,260
18546670,274,261,256,257,257,256,260,250,251,247,258,254,263,260,256,256,255,255,255,255,254,255,260
18547295,274,263,256,256,256,256,260,250,251,247,257,254,263,260,254,256,255,255,255,255,255,255,260
18547920,272,261,257,257,256,256,260,252,251,247,258,252,263,260,254,257,255,255,255,255,255,255,260
18548545,273,262,257,256,256,257,260,254,250,247,258,254,265,260,256,257,255,255,255,255,254,255,259
18549170,271,261,257,256,256,257,261,252,250,247,258,252,263,259,256,257,255,255,255,255,254,255,259
18549795,272,262,256,255,256,256,260,252,251,247,258,254,263,260,257,257,255,255,255,255,254,255,260
18550420,273,262,256,256,257,256,259,250,251,247,258,254,263,260,258,257,255,255,255,255,254,255,259
18551045,273,262,257,256,257,256,261,251,251,247,255,252,263,260,257,257,255,255,255,255,254,255,259
18551670,273,262,257,255,256,257,259,250,251,249,258,252,262,260,257,257,255,255,255,255,255,255,260
18552295,273,263,254,256,257,256,260,252,249,247,258,254,263,261,257,257,255,255,255,255,254,255,259
18552920,273,262,256,256,258,255,261,251,251,247,258,254,263,261,255,257,255,255,255,255,254,255,260
18553545,274,262,257,257,255,256,260,252,251,247,259,256,263,259,258,257,255,255,255,255,254,255,260
18554170,273,263,256,256,257,256,260,250,250,247,258,256,263,261,259,257,255,255,255,255,255,255,259
18554795,273,261,256,256,256,258,261,251,251,247,258,256,263,260,258,257,255,255,255,255,254,255,259
18555420,272,261,257,256,256,256,261,250,251,247,257,252,263,261,257,257,255,255,255,255,254,255,259
18556045,275,262,257,256,256,257,261,252,249,247,258,254,263,259,257,257,255,255,255,255,254,255,260
18556670,273,262,257,256,255,256,261,251,251,247,258,256,265,260,257,256,255,255,255,255,254,255,260
18557295,274,263,257,256,255,256,261,252,251,247,258,254,263,260,257,257,255,255,255,255,254,255,260
18557920,274,262,257,256,256,256,261,250,251,247,258,252,263,260,258,257,255,255,255,255,254,255,259
18558545,273,262,257,256,257,255,261,251,251,247,258,254,263,260,256,256,255,255,255,255,255,255,260
18559170,273,262,256,256,256,257,260,249,251,247,255,254,263,261,254,257,255,255,255,255,255,255,259
18559795,272,264,255,256,258,256,260,251,250,247,257,252,262,261,256,256,255,255,255,255,255,255,260
18560420,275,262,257,256,257,256,260,251,251,247,256,252,263,260,259,257,255,255,255,255,254,255,260
18561045,274,262,256,256,257,257,260,250,251,247,258,254,263,261,258,257,255,255,255,255,254,255,260
18561670,275,261,256,257,256,255,260,249,251,247,256,252,263,259,258,257,255,255,255,255,254,255,260
18562295,273,263,256,255,256,256,260,250,252,247,257,252,262,260,257,257,255,255,255,255,254,255,259
18562920,274,261,256,256,253,257,261,249,251,247,258,254,263,260,258,256,255,255,255,255,254,255,260
18563545,273,262,256,256,256,256,261,251,251,247,258,252,263,260,258,257,255,255,255,255,255,255,260
