8431436,262,264,257,257,260,259,263,238,254,252,260,258,263,263,260,246,255,255,255,255,255,255,261
8432088,278,264,256,260,259,256,264,254,254,254,259,257,263,262,260,263,255,255,255,255,255,255,262
8432713,275,263,260,257,258,260,263,254,252,252,261,258,263,263,261,264,255,255,255,255,255,255,261
8433338,275,264,260,258,257,257,263,255,252,252,262,258,263,262,260,264,255,255,255,255,255,255,261
8433963,277,264,257,257,257,257,263,254,254,252,260,259,263,263,261,264,255,255,255,255,255,255,261
8434588,277,264,257,258,260,258,262,254,252,252,261,257,263,262,260,263,255,255,255,255,255,255,261
8435213,276,265,258,257,260,259,262,254,254,254,261,257,263,263,260,263,255,255,255,255,255,255,261
8435838,276,263,260,259,257,257,263,254,252,252,262,258,263,262,260,264,255,255,255,255,255,255,261
8436463,276,264,257,257,258,259,264,255,252,252,260,258,263,262,260,264,255,255,255,255,255,255,261
8437088,276,264,257,257,259,257,264,254,252,252,260,258,263,263,261,263,255,255,255,255,255,255,261
8437713,275,264,258,259,256,256,264,253,254,254,260,258,263,262,260,263,255,255,255,255,255,255,262
8438338,276,265,257,258,261,256,262,254,252,254,259,256,263,262,260,264,255,255,255,255,255,255,262
8438963,274,265,259,257,257,257,263,255,252,254,261,258,263,262,261,264,255,255,255,255,255,255,261
8439588,276,264,257,257,259,257,263,254,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8440213,276,265,257,258,260,257,260,254,252,252,261,258,263,262,260,264,255,255,255,255,255,255,261
8440838,275,266,257,256,260,258,262,254,252,252,261,256,263,263,260,263,255,255,255,255,255,255,261
8441463,275,262,259,258,257,257,263,254,252,252,260,258,263,262,260,264,255,255,255,255,255,255,261
8442088,277,263,258,257,257,257,263,254,254,254,260,258,263,262,261,264,255,255,255,255,255,255,262
8442713,277,264,258,257,259,259,262,253,252,252,261,258,263,262,260,264,255,255,255,255,255,255,261
8443338,276,264,259,258,257,260,263,253,252,252,260,258,263,262,260,263,255,255,255,255,255,255,261
8443963,277,262,260,257,256,260,263,254,252,252,260,258,263,262,260,264,255,255,255,255,255,255,262
8444588,278,264,257,259,257,257,263,252,254,252,260,258,263,262,261,263,255,255,255,255,255,255,261
8445213,276,264,257,258,258,257,262,253,254,254,260,257,263,262,260,263,255,255,255,255,255,255,261
8445838,276,263,259,259,257,259,263,253,254,254,261,258,263,262,261,263,255,255,255,255,255,255,261
8446463,276,262,260,257,256,260,263,254,252,252,261,258,263,262,260,264,255,255,255,255,255,255,261
8447088,274,265,259,257,259,259,263,254,252,252,261,257,263,262,260,263,255,255,255,255,255,255,261
8447713,276,264,257,257,257,257,262,254,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8448338,275,264,257,257,258,257,263,254,254,252,260,256,263,263,260,263,255,255,255,255,255,255,261
8448963,276,264,257,260,258,256,264,254,254,254,260,258,263,262,260,264,255,255,255,255,255,255,261
8449588,276,264,260,258,256,260,262,253,252,254,260,258,263,263,261,263,255,255,255,255,255,255,261
8450213,277,263,257,259,256,257,264,254,252,252,259,258,263,262,262,263,255,255,255,255,255,255,262
8450838,277,262,258,259,257,257,263,254,254,252,260,258,263,262,261,263,255,255,255,255,255,255,261
8451463,276,264,259,257,259,258,263,255,252,252,260,257,263,263,260,263,255,255,255,255,255,255,261
8452088,276,264,257,258,258,258,263,253,252,252,261,256,263,262,260,263,255,255,255,255,255,255,261
8452713,276,264,258,259,257,259,263,253,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8453338,276,264,258,258,257,259,263,254,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8453963,276,265,258,256,260,257,262,254,252,252,261,256,263,262,260,263,255,255,255,255,255,255,261
8454588,277,263,256,260,259,257,263,252,254,252,259,258,263,262,260,262,255,255,255,255,255,255,261
8455213,274,265,258,257,258,257,263,254,251,254,261,258,263,262,261,257,255,255,255,255,255,255,261
8455838,278,263,257,258,257,257,263,253,254,252,260,258,263,262,260,263,255,255,255,255,255,255,261
8456463,276,264,257,257,258,257,263,253,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8457088,276,264,257,258,259,257,262,254,252,254,259,258,263,262,260,263,255,255,255,255,255,255,261
8457713,276,264,258,258,258,257,264,253,252,252,260,258,263,262,261,262,255,255,255,255,255,255,261
8458338,275,264,258,257,260,257,262,253,252,252,261,258,263,262,260,263,255,255,255,255,255,255,261
8458963,276,264,258,258,256,260,262,253,252,252,260,258,263,262,261,263,255,255,255,255,255,255,261
8459588,276,265,257,257,261,257,262,254,252,254,259,256,263,262,260,263,255,255,255,255,255,255,261
8460213,277,262,260,257,256,260,263,253,252,249,261,258,263,263,261,264,255,255,255,255,255,255,261
8460838,277,263,257,260,258,257,263,252,252,249,258,258,263,262,260,262,255,255,255,255,255,255,261
8461463,278,264,257,257,257,257,263,253,254,254,261,258,263,262,260,263,255,255,255,255,255,255,261
8462088,276,263,257,257,258,257,262,254,254,252,260,258,263,262,259,263,255,255,255,255,255,255,261
8462713,276,264,257,257,258,260,262,254,252,252,261,258,263,262,261,263,255,255,255,255,255,255,261
8463338,276,265,259,257,258,259,261,253,252,252,261,257,263,262,260,263,255,255,255,255,255,255,261
8463963,275,263,261,257,257,260,263,254,252,252,261,257,263,263,260,263,255,255,255,255,255,255,261
8464588,277,264,257,257,257,257,263,254,254,252,260,258,263,262,260,264,255,255,255,255,255,255,261
8465213,276,264,257,258,257,257,264,254,252,252,259,257,263,262,261,263,255,255,255,255,255,255,261
8465838,276,264,258,257,259,257,264,253,252,254,260,258,263,262,260,263,255,255,255,255,255,255,261
8466463,276,264,260,258,256,260,262,253,252,252,261,257,263,262,260,263,255,255,255,255,255,255,261
8467088,275,265,260,256,259,261,264,254,252,252,261,256,263,263,260,263,255,255,255,255,255,255,261
8467713,274,265,258,257,258,257,263,254,252,252,261,258,263,262,260,263,255,255,255,255,255,255,261
8468338,276,264,257,258,257,257,263,253,252,252,260,258,263,262,260,263,255,255,255,255,255,255,261
8468963,276,264,257,257,260,257,263,254,254,252,260,258,263,262,259,264,255,255,255,255,255,255,261
8469588,276,266,257,256,260,257,262,253,252,254,260,256,263,262,259,264,255,255,255,255,255,255,261
8470213,276,263,260,259,258,257,263,254,252,252,260,258,263,262,260,264,255,255,255,255,255,255,261
8470838,276,264,257,257,259,257,263,254,252,252,260,256,263,262,261,263,255,255,255,255,255,255,261
8471463,276,264,257,257,258,257,263,253,252,252,260,258,263,262,260,263,255,255,255,255,255,255,261
8472088,276,264,257,256,259,259,261,253,252,252,261,258,263,262,260,263,255,255,255,255,255,255,261
8472713,275,265,258,256,260,259,263,254,252,252,261,256,263,263,261,263,255,255,255,255,255,255,261
8473338,277,264,257,258,257,257,263,253,254,252,260,258,263,262,260,264,255,255,255,255,255,255,261
8473963,276,264,257,258,257,257,263,254,252,252,260,258,263,262,260,263,255,255,255,255,255,255,261
8474588,276,264,259,257,258,260,261,253,252,252,261,256,263,263,261,263,255,255,255,255,255,255,261
8475213,275,265,259,256,260,259,263,254,252,252,261,256,263,262,261,263,255,255,255,255,255,255,261
8475838,275,266,258,257,258,257,263,252,253,256,260,256,263,263,260,257,255,255,255,255,255,255,261
