2165,0
2166,1
2167,1
2168,50253
2169,28586
2170,41906
2171,15250
2172,27519
2173,29676
2174,15963
2175,175375
2176,93429
2177,8419
2178,11450
2179,81312
2180,15242
2181,47848
2182,761
2183,53
2184,0

