50321686,255,261,256,253,256,257,260,237,250,247,258,252,263,260,257,239,255,255,255,255,254,255,259
50322338,272,263,254,255,257,255,260,250,249,247,257,252,263,261,256,256,255,255,255,255,254,255,259
50322963,273,260,256,255,253,256,261,251,251,247,257,252,263,260,258,257,255,255,255,255,254,255,259
50323588,272,263,254,256,255,253,260,252,251,247,256,252,263,259,256,256,255,255,255,255,254,255,259
50324213,274,261,255,257,254,255,260,251,252,247,257,252,263,259,257,256,255,255,255,255,253,255,259
50324838,273,260,256,257,253,256,261,252,251,247,256,252,263,259,258,256,255,255,255,255,253,255,259
50325463,272,262,257,255,256,256,259,251,251,247,258,254,263,260,256,256,255,255,255,255,253,255,259
50326088,272,262,255,254,257,255,260,250,250,247,257,252,263,260,256,256,255,255,255,255,254,255,259
50326713,272,262,256,257,255,255,260,250,251,247,257,252,263,259,256,256,255,255,255,255,253,255,259
50327338,272,262,256,256,257,255,260,250,251,247,257,252,263,259,256,257,255,255,255,255,254,255,259
50327963,272,262,257,256,256,256,260,250,250,247,258,254,263,260,256,256,255,255,255,255,254,255,259
50328588,272,262,256,256,256,256,260,250,251,247,257,254,263,259,256,256,255,255,255,255,254,255,259
50329213,273,262,256,256,256,256,260,250,250,247,257,252,263,259,256,256,255,255,255,255,254,255,259
50329838,274,262,256,256,255,255,260,249,251,247,257,252,263,260,257,256,255,255,255,255,254,255,259
50330463,270,262,257,255,256,256,260,250,249,247,257,252,263,260,258,257,255,255,255,255,254,255,259
50331088,271,261,257,255,256,256,260,251,251,247,257,252,263,260,256,257,255,255,255,255,254,255,259
50331713,272,262,256,254,257,254,260,250,250,247,257,252,263,260,256,256,255,255,255,255,254,255,259
50332338,272,261,257,256,256,255,260,249,250,247,257,254,263,259,256,256,255,255,255,255,254,255,258
50332963,272,262,256,256,257,255,260,250,252,247,256,254,263,259,256,256,255,255,255,255,254,255,259
50333588,272,262,256,256,256,256,260,249,250,247,257,252,263,260,256,256,255,255,255,255,254,255,259
50334213,271,262,256,255,257,256,260,249,250,247,257,252,263,260,258,256,255,255,255,255,254,255,259
50334838,271,261,257,256,256,256,260,250,251,247,258,254,263,260,258,256,255,255,255,255,254,255,259
50335463,273,261,256,256,253,256,261,250,251,247,256,254,263,259,258,256,255,255,255,255,253,255,259
50336088,272,262,255,255,257,254,260,250,250,247,257,252,263,260,256,257,255,255,255,255,254,255,259
50336713,272,262,256,257,257,254,260,251,251,247,257,254,263,258,256,256,255,255,255,255,254,255,259
